Policy1,Policy2,No_Kids,Age_kids,Age,Maratial_status,Gender,Income,Education,Smoking.and.alcohol,Weight,Height,Term,sumAssured
2,3,1,36,59,1,0,6,3,0,103,179,16,800000
2,3,0,0,55,0,1,6,3,1,87,185,17,900000
2,3,0,0,43,0,0,6,2,1,46,157,19,1000000
2,3,1,28,52,1,0,6,3,1,78,183,23,1200000
2,3,0,0,27,0,0,6,3,1,79,157,18,900000
2,3,0,0,34,0,1,6,2,1,81,150,22,1100000
2,3,1,20,41,1,1,6,2,1,82,174,19,1000000
2,3,1,38,58,1,1,6,1,0,51,184,17,900000
2,3,2,"23,19",41,1,0,6,3,1,47,180,20,1000000
2,3,0,0,34,0,0,6,2,1,77,155,32,1600000
2,3,0,0,27,0,0,6,2,0,106,152,23,1200000
2,3,1,36,59,1,1,6,1,1,67,186,16,800000
2,3,1,40,59,1,1,6,2,0,45,171,16,800000
2,3,2,"35,33",55,1,1,7,1,0,107,171,20,1200000
2,3,1,33,58,1,1,7,2,1,107,172,17,1000000
2,3,2,"39,37",57,1,1,7,3,0,86,160,15,900000
2,3,1,31,56,1,0,7,2,1,76,167,19,1200000
2,3,0,0,50,0,0,7,3,0,72,172,25,1500000
2,3,0,0,40,0,1,7,3,0,63,184,22,1300000
2,3,1,26,45,1,1,7,2,0,80,153,30,1800000
2,3,2,"31,37",55,1,1,7,2,1,52,184,20,1200000
2,3,1,34,55,1,1,7,2,0,56,190,20,1200000
2,3,1,20,43,1,1,7,3,1,99,181,24,1400000
2,3,2,"17,18",42,1,0,7,3,1,62,177,32,1900000
2,3,0,0,56,0,1,7,3,1,93,171,19,1200000
2,3,2,"24,30",48,1,0,7,1,0,47,158,27,1600000
2,3,0,0,55,0,0,7,1,1,107,181,20,1200000
2,3,0,0,43,0,1,7,1,0,59,152,32,1900000
2,3,1,18,41,1,1,7,3,1,87,185,25,1500000
2,3,1,28,48,1,0,7,2,0,71,153,15,900000
2,3,0,0,31,0,1,7,1,0,75,152,28,1700000
2,3,2,"26,21",45,1,0,7,3,0,84,167,29,1700000
2,3,0,0,57,0,1,7,2,0,61,168,18,1100000
2,3,0,0,34,0,1,7,1,1,54,176,18,1100000
2,2,2,"30,30",52,1,0,7,2,0,84,175,18,1100000
2,3,0,0,58,0,1,8,3,1,59,180,16,1100000
2,3,2,"32,27",50,1,0,8,1,1,47,156,25,1700000
2,3,0,0,48,0,0,8,1,0,106,187,26,1800000
2,3,1,40,58,1,0,8,3,0,90,173,17,1200000
2,3,0,0,46,0,1,8,1,1,66,167,29,2000000
2,3,2,"28,22",47,1,0,8,1,0,55,188,28,1900000
2,3,1,23,42,1,0,8,1,1,56,157,17,1200000
2,3,1,35,57,1,0,8,1,0,87,152,18,1200000
2,3,2,"26,23",44,1,1,8,1,1,57,189,31,2100000
2,3,1,28,47,1,1,8,1,1,46,172,28,1900000
2,3,1,36,56,1,1,8,1,0,108,155,19,1300000
2,3,2,"22,25",43,1,1,8,3,1,56,186,29,2000000
2,2,1,16,40,1,1,8,2,1,83,156,15,1100000
2,3,0,0,27,0,0,8,3,1,72,157,20,1400000
2,3,1,38,58,1,1,8,2,1,105,183,17,1200000
2,3,1,32,54,1,0,8,1,1,85,150,21,1400000
2,3,1,23,47,1,1,10,2,0,88,173,28,2400000
2,1,2,"37,33",56,1,1,11,2,1,61,174,19,1800000
2,3,1,27,45,1,1,11,2,0,59,186,24,2200000
2,3,2,"19,23",42,1,1,11,2,0,99,178,22,2100000
2,2,2,"24,17",42,1,1,12,3,0,88,150,23,2300000
2,3,0,0,27,0,1,12,2,0,45,183,24,2400000
2,1,1,22,40,1,1,12,3,0,88,151,32,3200000
2,3,0,0,37,0,0,12,1,1,50,154,17,1700000
2,3,0,0,43,0,1,12,3,0,106,153,32,3200000
2,3,2,"24,21",44,1,0,13,3,1,50,189,31,3400000
2,2,1,22,44,1,0,14,1,0,74,175,15,1800000
2,3,1,35,55,1,0,14,2,1,82,187,20,2400000
2,2,2,"40,36",58,1,1,15,2,1,81,171,17,2200000
2,3,1,27,51,1,0,15,2,0,47,179,15,1900000
2,2,2,"25,24",45,1,0,16,3,1,57,178,26,3500000
2,3,2,"19,18",42,1,0,16,1,0,70,151,33,4400000
2,3,0,0,28,0,0,16,2,1,104,158,20,2700000
2,3,0,0,48,0,0,17,3,1,89,177,27,3900000
2,3,2,"35,37",57,1,0,18,1,1,81,158,18,2700000
2,3,1,21,45,1,0,18,3,0,59,154,30,4500000
2,3,2,"32,30",55,1,1,18,2,1,60,182,19,2900000
2,3,0,0,27,0,1,19,3,1,50,154,17,2700000
2,2,0,0,27,0,1,19,3,0,90,157,19,3100000
2,3,1,41,59,1,0,19,3,1,109,157,16,2600000
2,3,0,0,57,0,0,20,1,1,91,151,15,2500000
2,3,2,"24,18",42,1,1,20,3,0,73,189,26,4400000
2,3,2,"34,37",56,1,1,20,3,1,74,174,16,2700000
2,3,2,"22,16",41,1,1,20,3,1,79,187,15,2500000
2,3,0,0,27,0,1,21,1,1,79,153,18,3200000
2,3,1,34,59,1,0,22,2,0,60,157,16,3000000
2,3,1,25,43,1,0,22,3,1,61,183,29,5400000
2,1,2,"34,36",55,1,0,22,3,0,59,183,20,3700000
2,3,1,22,44,1,0,22,2,0,101,153,17,3200000
2,2,1,38,57,1,0,22,3,1,55,163,18,3300000
2,3,2,"25,20",44,1,1,23,1,1,75,162,31,6000000
2,3,2,"33,33",58,1,1,23,1,1,72,174,16,3100000
2,3,1,19,41,1,1,24,2,1,92,154,18,3600000
2,1,2,"22,21",41,1,1,24,2,0,69,158,28,5600000
2,3,1,19,42,1,1,24,1,1,72,188,22,4400000
2,3,1,26,45,1,1,24,3,1,76,183,27,5400000
2,1,1,28,53,1,0,25,3,1,46,154,20,4200000
2,3,1,38,59,1,0,26,3,1,67,180,16,3500000
2,1,1,27,47,1,0,28,3,1,108,167,28,6600000
2,3,2,"35,37",56,1,0,29,2,0,68,156,19,4600000
2,2,1,26,45,1,1,29,1,0,60,183,26,6300000
2,3,0,0,42,0,0,30,2,1,45,168,30,7500000
2,3,0,0,40,0,0,31,3,0,58,181,33,8600000
2,3,0,0,43,0,0,31,1,1,88,173,25,6500000
2,3,2,"20,21",45,1,1,31,2,0,70,164,28,7300000
2,3,0,0,58,0,0,32,3,1,98,158,17,4600000
2,2,2,"34,34",58,1,0,32,1,0,61,187,17,4600000
2,3,0,0,27,0,1,32,1,0,90,152,18,4800000
2,3,0,0,36,0,0,32,1,0,105,186,35,9400000
2,3,2,"40,40",59,1,1,32,3,1,82,190,16,4300000
2,2,1,24,45,1,0,33,3,0,101,177,30,8300000
2,1,1,16,40,1,1,33,2,1,60,161,26,7200000
2,3,0,0,34,0,0,34,1,1,54,173,30,8500000
2,2,1,20,45,1,1,36,2,0,102,158,15,4500000
2,3,0,0,27,0,0,36,2,1,80,154,17,5100000
2,3,0,0,36,0,1,36,2,0,105,164,18,5400000
2,3,1,38,56,1,1,37,2,1,80,176,19,5900000
2,3,2,"34,35",53,1,1,39,2,0,75,154,22,7200000
2,3,2,"31,35",56,1,0,39,2,0,81,157,18,5900000
2,2,2,"31,37",55,1,1,39,3,0,46,178,18,5900000
2,3,0,0,44,0,1,39,1,0,92,169,31,10100000
2,3,0,0,56,0,0,39,3,0,94,171,19,6200000
2,3,2,"26,23",45,1,1,40,1,1,64,158,20,6700000
2,3,2,"37,36",59,1,0,40,1,0,48,188,16,5400000
2,3,0,0,33,0,0,41,2,0,93,172,32,11000000
2,3,1,37,57,1,1,41,3,1,66,163,18,6200000
2,3,2,"35,40",59,1,1,42,1,0,56,162,16,5600000
2,1,0,0,49,0,0,42,3,0,46,189,26,9100000
2,3,2,"20,25",45,1,0,42,3,1,102,181,29,10200000
2,3,1,28,52,1,0,43,3,1,96,153,23,8300000
2,2,1,30,50,1,0,43,1,1,47,153,19,6900000
2,2,0,0,41,0,1,43,1,1,101,179,29,10400000
2,2,1,38,56,1,0,44,2,0,79,160,19,7000000
2,3,0,0,56,0,1,45,1,0,95,183,19,7200000
2,2,2,"33,34",57,1,0,45,1,1,110,157,18,6800000
2,3,1,20,42,1,1,45,3,0,56,152,20,7500000
2,2,1,25,44,1,1,46,3,1,56,158,17,6600000
2,1,1,27,48,1,0,46,3,1,91,171,26,10000000
2,3,2,"37,36",59,1,1,47,2,0,63,177,16,6300000
2,3,2,"25,21",45,1,0,48,1,0,86,185,26,10400000
2,3,1,36,56,1,0,49,3,1,63,157,19,7800000
2,3,0,0,34,0,1,50,2,1,103,157,16,6700000
2,3,0,0,29,0,1,51,1,1,92,150,30,12800000
2,3,0,0,35,0,1,52,1,1,82,154,23,10000000
2,3,0,0,28,0,0,55,2,1,59,156,22,10100000
2,3,0,0,35,0,0,56,3,0,70,150,32,15000000
2,3,0,0,37,0,1,57,1,1,79,161,34,16200000
2,3,0,0,27,0,1,63,3,1,61,188,23,12100000
2,3,0,0,29,0,1,64,3,0,61,188,27,14500000
2,2,0,0,27,0,1,69,1,0,81,161,17,9800000
2,3,0,0,27,0,0,70,3,1,48,152,21,12300000
2,3,0,0,36,0,1,75,1,1,64,183,22,13800000
2,3,2,"22,15",40,1,1,80,3,0,106,187,26,17400000
2,3,0,0,38,0,0,82,1,0,107,173,22,15100000
2,3,0,0,27,0,0,82,1,1,82,172,22,15100000
2,3,0,0,28,0,1,86,2,1,66,181,26,18700000
2,3,1,19,40,1,1,88,2,1,98,168,30,22000000
2,3,1,20,40,1,1,88,2,1,96,169,26,19100000
2,3,0,0,27,0,0,91,2,0,81,171,24,18200000
2,3,0,0,37,0,1,92,3,1,53,183,33,25300000
2,1,2,"16,21",40,1,1,92,2,0,107,172,34,26100000
2,3,0,0,33,0,1,95,3,1,72,172,21,16700000
2,3,0,0,28,0,0,97,2,1,110,182,25,20300000
3,3,0,0,67,0,0,1,2,1,78,159,31,300000
3,3,1,38,60,1,1,1,3,0,79,188,22,200000
3,3,1,43,62,1,1,1,1,1,95,179,20,200000
3,3,0,0,62,0,1,1,2,1,81,162,16,200000
3,2,2,"45,48",68,1,1,1,2,1,57,190,33,300000
3,3,1,42,65,1,1,1,1,1,84,171,32,300000
3,3,2,"45,48",66,1,0,1,1,0,104,170,13,200000
3,2,1,45,70,1,1,1,2,0,61,179,18,200000
3,3,1,39,60,1,0,1,1,1,76,153,21,200000
3,3,1,45,64,1,0,1,2,0,48,175,12,100000
3,2,2,"40,42",60,1,1,1,2,0,47,172,29,300000
3,3,2,"45,47",69,1,1,1,3,0,64,158,17,200000
3,3,1,48,69,1,1,1,2,1,67,159,21,200000
3,3,2,"48,48",69,1,1,1,2,0,50,185,28,300000
3,3,1,48,68,1,1,1,1,0,51,185,30,300000
3,1,2,"38,42",61,1,1,1,1,1,99,176,33,300000
3,3,2,"41,42",62,1,0,1,1,1,78,150,14,200000
3,1,2,"38,36",60,1,1,1,3,1,55,160,11,100000
3,3,1,51,69,1,0,1,2,1,60,171,29,300000
3,3,1,40,65,1,1,1,2,0,45,160,15,200000
3,2,1,48,66,1,1,1,2,0,106,168,11,100000
3,3,2,"38,40",60,1,0,1,2,0,56,157,25,300000
3,3,1,40,64,1,0,1,3,0,68,151,23,200000
3,3,2,"46,45",69,1,0,1,3,0,57,159,10,100000
3,3,1,44,62,1,1,1,2,0,54,155,12,100000
3,3,1,40,60,1,1,1,1,1,61,154,25,300000
3,3,1,37,61,1,1,1,2,0,52,185,29,300000
3,2,1,36,60,1,1,1,1,0,64,174,17,200000
3,3,0,0,70,0,0,1,1,0,92,185,18,200000
3,3,2,"45,46",69,1,1,1,2,0,67,166,18,200000
3,3,2,"36,35",60,1,1,1,3,0,47,162,24,200000
3,3,2,"46,47",68,1,1,1,3,0,98,161,24,200000
3,3,2,"44,46",68,1,1,1,1,0,110,165,11,100000
3,3,0,0,67,0,1,1,1,1,68,159,33,300000
3,3,1,44,63,1,1,1,1,0,52,150,28,300000
3,3,2,"44,51",69,1,1,1,2,0,88,189,17,200000
3,1,2,"46,48",69,1,0,1,3,0,103,190,11,100000
3,1,0,0,64,0,1,1,2,1,46,189,24,200000
3,3,1,37,61,1,0,1,3,0,106,187,25,300000
3,3,1,41,61,1,0,1,1,1,62,175,33,300000
3,3,1,38,60,1,0,1,1,0,71,157,16,200000
3,3,2,"44,47",69,1,1,1,1,0,88,161,30,300000
3,3,2,"38,42",62,1,0,1,3,1,104,181,31,300000
3,3,1,39,63,1,1,1,1,1,103,158,34,300000
3,3,0,0,65,0,0,1,2,1,110,163,14,200000
3,3,2,"43,48",67,1,0,1,1,0,86,185,29,300000
3,3,1,45,64,1,1,1,3,0,58,173,25,300000
3,3,1,47,70,1,1,1,3,1,81,186,21,200000
3,3,2,"46,48",70,1,1,1,3,0,94,155,26,300000
3,3,2,"47,43",65,1,0,1,1,1,97,190,12,100000
3,1,1,50,68,1,0,1,2,0,77,173,12,100000
3,1,1,43,67,1,0,1,1,0,73,155,15,200000
3,3,1,42,65,1,1,1,2,1,100,154,32,300000
3,3,0,0,68,0,0,1,2,1,59,177,11,100000
3,2,1,41,63,1,0,1,1,0,50,164,16,200000
3,3,2,"36,35",60,1,1,1,2,1,61,173,30,300000
3,3,2,"46,42",66,1,1,1,2,0,101,187,18,200000
3,3,1,48,67,1,1,1,2,0,61,157,32,300000
3,2,1,45,63,1,1,2,1,1,55,185,33,600000
3,3,2,"52,51",70,1,1,2,1,0,64,174,30,600000
3,3,2,"44,51",69,1,1,2,1,1,82,168,19,400000
3,3,2,"43,47",68,1,0,2,2,1,73,155,30,600000
3,3,1,38,61,1,0,2,1,0,53,159,32,600000
3,3,0,0,69,0,1,2,2,0,60,189,28,500000
3,3,1,44,64,1,0,2,2,0,83,169,21,400000
3,3,2,"40,37",62,1,1,2,2,1,71,154,26,500000
3,2,0,0,70,0,0,2,3,1,71,170,26,500000
3,3,1,49,69,1,0,2,3,1,45,150,24,400000
3,2,2,"51,51",70,1,1,2,1,0,89,185,20,400000
3,3,1,37,61,1,1,2,2,1,45,168,32,600000
3,2,0,0,60,0,1,2,2,0,96,189,24,400000
3,3,0,0,64,0,1,2,3,1,55,169,29,500000
3,3,2,"47,46",66,1,1,3,1,0,100,168,22,600000
3,3,1,41,65,1,1,3,1,0,100,150,17,500000
3,2,1,43,63,1,1,3,3,1,63,161,31,800000
3,3,2,"49,49",70,1,1,3,1,1,85,177,14,400000
3,2,2,"42,35",60,1,1,3,1,0,81,190,34,900000
3,3,1,36,61,1,0,3,1,0,74,156,32,800000
3,3,2,"40,44",65,1,0,3,1,0,88,183,14,400000
3,3,1,43,68,1,1,3,3,1,99,162,18,500000
3,3,1,42,65,1,0,3,3,1,79,157,10,300000
3,3,2,"40,43",63,1,0,3,3,0,105,168,13,400000
3,3,0,0,67,0,1,4,3,0,49,160,18,600000
3,3,1,45,69,1,1,4,3,0,51,158,23,800000
3,2,1,40,64,1,0,4,1,0,72,159,15,600000
3,3,2,"44,44",67,1,0,4,3,0,89,175,33,1100000
3,2,2,"37,37",60,1,1,4,2,0,95,190,28,1000000
3,3,0,0,66,0,0,4,1,0,56,174,13,500000
3,3,1,42,61,1,0,4,2,1,91,170,17,600000
3,3,2,"42,43",64,1,0,4,1,0,56,182,25,900000
3,2,1,37,61,1,0,4,2,1,110,159,32,1100000
3,3,2,"41,36",61,1,0,4,3,0,88,163,24,800000
3,3,2,"39,37",60,1,0,4,2,0,108,184,30,1100000
3,3,2,"50,47",70,1,1,4,1,0,105,158,30,1100000
3,3,1,45,68,1,1,4,3,1,80,190,14,500000
3,1,2,"40,42",64,1,1,4,3,1,72,183,22,800000
3,3,0,0,70,0,0,4,3,0,72,174,30,1100000
3,1,1,44,67,1,1,5,3,0,87,167,29,1300000
3,3,2,"42,36",61,1,0,5,2,1,59,177,22,1000000
3,3,1,41,62,1,1,5,2,0,91,181,11,500000
3,2,1,37,62,1,0,5,3,0,64,173,15,700000
3,3,2,"45,47",65,1,0,5,3,0,52,159,13,600000
3,3,1,44,69,1,1,5,1,1,79,190,25,1100000
3,3,2,"45,41",66,1,0,5,1,0,70,182,20,900000
3,3,1,36,61,1,1,5,3,1,47,167,29,1300000
3,3,1,45,65,1,1,5,2,1,70,179,34,1500000
3,3,2,"39,41",64,1,0,5,3,0,53,150,24,1000000
3,3,2,"40,39",62,1,0,5,3,0,75,175,35,1500000
3,3,1,42,61,1,0,5,3,0,58,159,32,1400000
3,3,0,0,61,0,0,5,2,0,96,177,35,1500000
3,3,2,"44,39",63,1,0,5,3,1,99,189,20,900000
3,3,2,"46,44",64,1,1,5,2,1,69,160,35,1500000
3,2,2,"45,46",69,1,0,6,3,0,109,171,31,1600000
3,3,2,"41,43",65,1,1,6,2,1,61,175,31,1600000
3,3,1,41,63,1,0,6,3,1,52,151,32,1600000
3,3,2,"48,47",68,1,0,6,1,0,78,190,32,1600000
3,1,1,38,61,1,0,6,1,0,53,181,24,1200000
3,3,2,"47,43",68,1,0,6,1,0,75,168,15,800000
3,3,0,0,65,0,1,6,3,1,53,151,11,600000
3,3,0,0,64,0,1,6,2,0,104,166,25,1300000
3,3,0,0,64,0,1,6,2,0,64,188,23,1200000
3,3,1,50,70,1,1,6,3,0,73,170,29,1500000
3,2,1,40,62,1,0,6,1,1,63,180,33,1700000
3,3,0,0,70,0,0,6,1,1,104,190,32,1600000
3,3,0,0,68,0,0,6,2,0,52,174,11,600000
3,3,0,0,66,0,1,7,2,0,94,175,34,2000000
3,3,1,37,62,1,1,7,3,0,89,155,25,1500000
3,2,0,0,64,0,1,7,1,1,79,177,25,1500000
3,3,0,0,67,0,0,7,2,1,103,152,33,2000000
3,3,2,"40,41",60,1,0,7,2,1,110,174,35,2100000
3,3,1,38,61,1,1,7,1,1,78,185,27,1600000
3,3,2,"45,43",67,1,0,7,1,0,50,183,32,1900000
3,3,1,42,60,1,1,7,3,1,49,174,26,1600000
3,3,1,44,63,1,0,7,2,0,108,175,33,2000000
3,3,1,44,68,1,1,7,2,0,109,153,24,1400000
3,3,2,"42,43",61,1,0,7,2,0,98,163,19,1200000
3,3,2,"43,40",62,1,1,8,3,1,99,188,23,1600000
3,2,2,"41,42",62,1,1,8,1,1,101,177,13,900000
3,2,1,47,70,1,0,8,3,1,107,155,23,1600000
3,3,0,0,60,0,0,8,1,1,84,184,11,800000
3,3,1,45,70,1,1,8,1,1,100,165,13,900000
3,2,2,"47,43",65,1,1,8,3,1,83,168,20,1400000
3,3,1,47,69,1,1,8,2,1,106,181,18,1200000
3,3,0,0,69,0,0,8,2,1,56,186,15,1100000
3,3,2,"40,44",65,1,1,8,3,0,46,163,12,800000
3,3,2,"36,35",60,1,0,8,3,1,93,151,32,2200000
3,3,0,0,60,0,0,8,3,0,77,181,12,800000
3,3,1,43,67,1,0,8,2,0,50,163,30,2100000
3,3,2,"43,41",61,1,1,8,2,1,80,155,22,1500000
3,3,2,"45,44",67,1,1,8,1,0,87,163,33,2200000
3,3,1,51,69,1,1,8,2,0,81,167,22,1500000
3,3,2,"37,38",60,1,1,8,1,0,56,168,10,700000
3,3,1,42,62,1,0,9,2,0,77,153,29,2200000
3,2,1,50,70,1,1,9,1,1,58,172,29,2200000
3,3,1,38,63,1,1,10,1,0,86,153,22,1900000
3,3,0,0,64,0,1,10,3,1,77,160,31,2600000
3,3,2,"44,44",64,1,0,10,2,1,107,153,23,2000000
3,3,2,"49,49",69,1,1,11,1,1,75,150,22,2100000
3,3,0,0,60,0,1,11,1,0,72,156,20,1900000
3,2,1,40,64,1,0,11,2,0,48,181,12,1100000
3,2,1,42,67,1,0,11,1,1,108,171,20,1900000
3,3,1,44,69,1,0,12,2,1,93,175,32,3200000
3,2,1,37,60,1,0,13,1,1,100,163,18,2000000
3,3,2,"43,44",68,1,1,14,2,1,62,163,17,2000000
3,3,1,42,62,1,1,15,3,1,67,170,25,3200000
3,2,0,0,65,0,0,16,3,0,58,181,33,4400000
3,3,0,0,62,0,0,16,2,1,101,176,20,2700000
3,3,2,"39,40",63,1,1,17,2,0,96,177,14,2000000
3,3,2,"47,45",65,1,1,18,3,0,57,181,27,4100000
3,1,1,48,66,1,0,18,3,0,97,188,15,2300000
3,3,1,45,68,1,0,19,2,0,107,189,17,2700000
3,3,2,"36,41",61,1,1,20,1,1,77,162,25,4200000
3,3,1,49,67,1,0,23,1,0,82,181,15,2900000
3,3,1,38,63,1,0,23,3,0,91,156,35,6800000
3,3,2,"39,42",64,1,1,23,2,1,82,173,30,5800000
3,2,1,43,64,1,0,25,1,0,83,175,12,2500000
3,3,2,"36,37",60,1,0,25,3,0,77,183,12,2500000
3,1,1,47,68,1,0,27,3,0,86,160,20,4500000
3,3,0,0,69,0,1,27,2,0,98,167,18,4100000
3,3,0,0,64,0,1,27,3,0,80,165,23,5200000
3,2,1,37,60,1,1,28,1,0,48,184,27,6300000
3,3,0,0,60,0,1,28,2,1,103,166,33,7700000
3,3,1,47,70,1,1,28,2,0,108,182,32,7500000
3,2,2,"44,40",64,1,0,29,3,0,58,152,35,8500000
3,1,0,0,69,0,0,29,3,0,67,188,23,5600000
3,3,2,"47,48",70,1,0,31,1,0,58,188,20,5200000
3,3,2,"43,40",62,1,1,31,2,0,65,155,24,6200000
3,3,2,"45,50",68,1,0,32,2,1,105,155,30,8100000
3,3,0,0,60,0,0,33,1,1,45,165,11,3100000
3,2,0,0,68,0,0,33,3,1,95,186,34,9400000
3,3,2,"48,48",70,1,0,34,1,1,99,158,17,4900000
3,3,2,"45,42",63,1,1,34,2,1,78,178,17,4900000
3,2,2,"44,42",62,1,1,35,2,0,102,169,30,8800000
3,3,1,49,70,1,1,37,3,1,82,161,29,9000000
3,3,2,"43,45",64,1,1,37,3,0,52,185,29,9000000
3,3,0,0,62,0,1,38,1,1,73,179,30,9500000
3,3,2,"49,47",67,1,1,38,1,1,81,157,32,10200000
3,3,1,43,63,1,1,38,2,1,71,173,30,9500000
3,3,1,51,69,1,0,38,2,0,108,182,10,3200000
3,3,0,0,65,0,0,38,2,1,102,167,21,6700000
3,3,0,0,65,0,1,39,2,1,87,151,13,4300000
3,2,0,0,64,0,1,39,1,0,72,160,12,3900000
3,3,1,50,68,1,0,39,1,0,81,188,13,4300000
3,2,0,0,65,0,0,39,3,1,77,179,23,7500000
3,3,1,44,69,1,1,41,1,0,73,187,17,5900000
3,3,2,"45,45",64,1,0,41,3,0,109,181,26,8900000
3,3,1,43,61,1,0,43,3,0,102,189,11,4000000
3,2,1,51,70,1,1,43,1,0,60,152,17,6100000
3,3,2,"51,46",70,1,1,43,1,0,70,162,12,4300000
3,1,1,38,62,1,0,45,2,0,66,151,35,13200000
3,3,0,0,70,0,0,48,3,0,90,179,33,13200000
3,3,1,46,68,1,1,49,3,1,58,177,17,7000000
3,3,1,52,70,1,0,51,1,0,56,183,30,12800000
3,3,1,38,61,1,1,51,1,1,107,190,17,7300000
3,3,1,40,62,1,0,52,3,0,47,182,26,11300000
3,3,0,0,61,0,1,52,1,0,98,176,24,10400000
3,1,2,"44,37",62,1,0,53,1,1,75,163,20,8900000
3,2,1,48,66,1,0,53,2,1,70,164,22,9800000
3,3,0,0,66,0,1,54,2,1,107,190,29,13100000
3,3,0,0,66,0,0,55,1,1,56,173,21,9700000
3,3,2,"46,47",68,1,1,56,1,0,53,159,12,5600000
3,3,2,"48,45",67,1,0,56,2,0,110,184,28,13100000
3,3,0,0,60,0,0,58,2,0,109,157,21,10200000
3,2,2,"48,47",70,1,0,60,1,0,64,190,33,16500000
3,3,0,0,63,0,0,60,2,1,76,176,24,12000000
3,3,1,37,62,1,0,61,3,0,102,158,13,6700000
3,3,1,39,62,1,1,63,3,0,107,190,21,11100000
3,2,2,"47,42",67,1,1,64,2,0,68,160,13,7000000
3,3,1,39,62,1,0,65,3,0,57,163,21,11400000
3,3,0,0,62,0,1,68,1,1,71,172,19,10800000
3,3,2,"40,41",61,1,0,69,2,0,48,163,19,11000000
3,3,1,48,67,1,1,69,3,0,93,175,25,14400000
3,3,2,"43,48",67,1,1,71,3,0,68,177,12,7100000
3,3,0,0,62,0,1,71,1,0,84,179,19,11300000
3,3,1,42,66,1,1,72,1,1,70,170,19,11400000
3,2,0,0,61,0,1,73,1,1,74,158,30,18300000
3,3,2,"38,35",60,1,1,74,1,0,45,157,32,19800000
3,3,1,42,67,1,1,74,3,1,97,151,10,6200000
3,3,0,0,69,0,1,75,1,0,102,156,20,12500000
3,3,1,41,66,1,0,80,2,1,58,182,34,22700000
3,3,1,48,67,1,0,83,2,1,108,189,30,20800000
3,2,1,45,70,1,1,84,3,1,107,158,21,14700000
3,3,2,"42,45",64,1,0,84,3,1,50,164,26,18200000
3,2,2,"47,47",66,1,1,84,2,0,95,172,15,10500000
3,2,2,"41,41",62,1,1,85,3,1,98,179,20,14200000
3,3,1,38,63,1,1,86,3,0,97,152,20,14400000
3,3,0,0,69,0,0,87,3,1,85,163,23,16700000
3,2,0,0,64,0,0,87,1,0,48,164,21,15300000
3,2,2,"40,38",63,1,1,87,1,0,54,159,22,16000000
3,2,1,43,66,1,1,87,3,0,60,167,30,21800000
3,2,2,"43,47",66,1,1,87,2,0,90,177,29,21100000
3,3,0,0,67,0,0,90,2,1,64,173,24,18000000
3,3,2,"41,43",61,1,1,93,1,1,81,190,25,19400000
3,2,1,43,68,1,0,93,1,0,82,158,26,20200000
3,3,1,39,64,1,0,94,1,1,101,165,31,24300000
3,3,2,"42,45",64,1,1,96,2,1,45,185,17,13600000
3,2,1,49,70,1,0,97,1,1,67,187,32,25900000
3,3,2,"48,46",69,1,0,97,1,0,67,187,11,8900000
3,3,1,44,67,1,1,98,3,1,80,164,26,21300000
3,3,2,"44,45",66,1,1,99,2,0,49,182,22,18200000
3,3,1,47,66,1,0,99,1,1,58,152,31,25600000
3,3,2,"45,46",67,1,1,99,2,1,64,158,19,15700000
4,3,0,0,15,0,0,0,0,0,98,158,24,100000
4,3,0,0,15,0,1,0,0,1,91,166,40,100000
4,2,0,0,17,0,0,0,0,0,83,165,31,100000
4,3,0,0,15,0,1,0,0,1,110,174,48,100000
4,3,0,0,16,0,1,0,0,0,84,156,53,100000
4,1,0,0,16,0,1,0,0,0,84,173,15,100000
4,3,0,0,15,0,1,0,0,0,70,172,35,100000
4,3,0,0,16,0,0,0,0,1,89,175,51,100000
4,2,0,0,13,0,0,0,0,1,98,186,32,100000
4,3,0,0,17,0,0,0,0,0,65,162,65,100000
4,3,0,0,15,0,1,0,0,0,76,157,50,100000
4,3,0,0,17,0,1,0,0,1,68,163,49,100000
4,3,0,0,15,0,1,0,0,0,109,168,57,100000
4,3,0,0,16,0,0,0,0,1,68,179,68,100000
4,3,0,0,16,0,1,0,0,1,64,163,55,100000
4,3,0,0,17,0,0,0,0,0,83,162,48,100000
4,3,0,0,16,0,1,0,0,0,65,151,55,100000
4,3,0,0,16,0,0,0,0,1,104,155,64,100000
4,2,0,0,13,0,1,0,0,1,64,168,43,100000
4,3,0,0,17,0,0,0,0,0,45,188,30,100000
4,3,0,0,16,0,1,0,0,0,98,182,58,100000
4,3,0,0,13,0,0,0,0,0,54,190,17,100000
4,3,0,0,17,0,0,0,0,0,103,188,64,100000
4,3,0,0,14,0,1,0,0,0,97,189,37,100000
4,3,0,0,15,0,0,0,0,1,70,153,43,100000
4,3,0,0,13,0,1,0,0,0,92,159,36,100000
4,3,0,0,13,0,0,0,0,0,94,161,24,100000
4,3,0,0,15,0,1,0,0,0,102,180,46,100000
4,2,0,0,15,0,0,0,0,1,62,183,18,100000
4,2,0,0,14,0,0,0,0,1,82,154,49,100000
4,3,0,0,13,0,1,0,0,1,69,188,56,100000
4,1,0,0,14,0,1,0,0,0,67,176,66,100000
4,3,0,0,16,0,0,0,0,1,72,171,27,100000
4,3,0,0,14,0,0,0,0,0,69,175,25,100000
